Frame	Phase
16095	CalotTriangleDissection
16096	CalotTriangleDissection
16097	CalotTriangleDissection
16098	CalotTriangleDissection
16099	CalotTriangleDissection
16100	CalotTriangleDissection
16101	CalotTriangleDissection
16102	CalotTriangleDissection
16103	CalotTriangleDissection
16104	CalotTriangleDissection
16105	CalotTriangleDissection
16106	CalotTriangleDissection
16107	CalotTriangleDissection
16108	CalotTriangleDissection
16109	CalotTriangleDissection
16110	CalotTriangleDissection
16111	CalotTriangleDissection
16112	CalotTriangleDissection
16113	CalotTriangleDissection
16114	CalotTriangleDissection
16115	CalotTriangleDissection
16116	CalotTriangleDissection
16117	CalotTriangleDissection
16118	CalotTriangleDissection
16119	CalotTriangleDissection
16120	CalotTriangleDissection
16121	CalotTriangleDissection
16122	CalotTriangleDissection
16123	CalotTriangleDissection
16124	CalotTriangleDissection
16125	CalotTriangleDissection
16126	CalotTriangleDissection
16127	CalotTriangleDissection
16128	CalotTriangleDissection
16129	CalotTriangleDissection
16130	CalotTriangleDissection
16131	CalotTriangleDissection
16132	CalotTriangleDissection
16133	CalotTriangleDissection
16134	CalotTriangleDissection
16135	CalotTriangleDissection
16136	CalotTriangleDissection
16137	CalotTriangleDissection
16138	CalotTriangleDissection
16139	CalotTriangleDissection
16140	CalotTriangleDissection
16141	CalotTriangleDissection
16142	CalotTriangleDissection
16143	CalotTriangleDissection
16144	CalotTriangleDissection
16145	CalotTriangleDissection
16146	CalotTriangleDissection
16147	CalotTriangleDissection
16148	CalotTriangleDissection
16149	CalotTriangleDissection
16150	CalotTriangleDissection
16151	CalotTriangleDissection
16152	CalotTriangleDissection
16153	CalotTriangleDissection
16154	CalotTriangleDissection
16155	CalotTriangleDissection
16156	CalotTriangleDissection
16157	CalotTriangleDissection
16158	CalotTriangleDissection
16159	CalotTriangleDissection
16160	CalotTriangleDissection
16161	CalotTriangleDissection
16162	CalotTriangleDissection
16163	CalotTriangleDissection
16164	CalotTriangleDissection
16165	CalotTriangleDissection
16166	CalotTriangleDissection
16167	CalotTriangleDissection
16168	CalotTriangleDissection
16169	CalotTriangleDissection
16170	CalotTriangleDissection
16171	CalotTriangleDissection
16172	CalotTriangleDissection
16173	CalotTriangleDissection
16174	CalotTriangleDissection
16175	CalotTriangleDissection
16176	CalotTriangleDissection
16177	CalotTriangleDissection
16178	CalotTriangleDissection
16179	CalotTriangleDissection
16180	CalotTriangleDissection
16181	CalotTriangleDissection
16182	CalotTriangleDissection
16183	CalotTriangleDissection
16184	CalotTriangleDissection
16185	CalotTriangleDissection
16186	CalotTriangleDissection
16187	CalotTriangleDissection
16188	CalotTriangleDissection
16189	CalotTriangleDissection
16190	CalotTriangleDissection
16191	CalotTriangleDissection
16192	CalotTriangleDissection
16193	CalotTriangleDissection
16194	CalotTriangleDissection
16195	CalotTriangleDissection
16196	CalotTriangleDissection
16197	CalotTriangleDissection
16198	CalotTriangleDissection
16199	CalotTriangleDissection
16200	CalotTriangleDissection
16201	CalotTriangleDissection
16202	CalotTriangleDissection
16203	CalotTriangleDissection
16204	CalotTriangleDissection
16205	CalotTriangleDissection
16206	CalotTriangleDissection
16207	CalotTriangleDissection
16208	CalotTriangleDissection
16209	CalotTriangleDissection
16210	CalotTriangleDissection
16211	CalotTriangleDissection
16212	CalotTriangleDissection
16213	CalotTriangleDissection
16214	CalotTriangleDissection
16215	CalotTriangleDissection
16216	CalotTriangleDissection
16217	CalotTriangleDissection
16218	CalotTriangleDissection
16219	CalotTriangleDissection
16220	CalotTriangleDissection
16221	CalotTriangleDissection
16222	CalotTriangleDissection
16223	CalotTriangleDissection
16224	CalotTriangleDissection
16225	CalotTriangleDissection
16226	CalotTriangleDissection
16227	CalotTriangleDissection
16228	CalotTriangleDissection
16229	CalotTriangleDissection
16230	CalotTriangleDissection
16231	CalotTriangleDissection
16232	CalotTriangleDissection
16233	CalotTriangleDissection
16234	CalotTriangleDissection
16235	CalotTriangleDissection
16236	CalotTriangleDissection
16237	CalotTriangleDissection
16238	CalotTriangleDissection
16239	CalotTriangleDissection
16240	CalotTriangleDissection
16241	CalotTriangleDissection
16242	CalotTriangleDissection
16243	CalotTriangleDissection
16244	CalotTriangleDissection
16245	CalotTriangleDissection
16246	CalotTriangleDissection
16247	CalotTriangleDissection
16248	CalotTriangleDissection
16249	CalotTriangleDissection
16250	CalotTriangleDissection
16251	CalotTriangleDissection
16252	CalotTriangleDissection
16253	CalotTriangleDissection
16254	CalotTriangleDissection
16255	CalotTriangleDissection
16256	CalotTriangleDissection
16257	CalotTriangleDissection
16258	CalotTriangleDissection
16259	CalotTriangleDissection
16260	CalotTriangleDissection
16261	CalotTriangleDissection
16262	CalotTriangleDissection
16263	CalotTriangleDissection
16264	CalotTriangleDissection
16265	CalotTriangleDissection
16266	CalotTriangleDissection
16267	CalotTriangleDissection
16268	CalotTriangleDissection
16269	CalotTriangleDissection
16270	CalotTriangleDissection
16271	CalotTriangleDissection
16272	CalotTriangleDissection
16273	CalotTriangleDissection
16274	CalotTriangleDissection
16275	CalotTriangleDissection
16276	CalotTriangleDissection
16277	CalotTriangleDissection
16278	CalotTriangleDissection
16279	CalotTriangleDissection
16280	CalotTriangleDissection
16281	CalotTriangleDissection
16282	CalotTriangleDissection
16283	CalotTriangleDissection
16284	CalotTriangleDissection
16285	CalotTriangleDissection
16286	CalotTriangleDissection
16287	CalotTriangleDissection
16288	CalotTriangleDissection
16289	CalotTriangleDissection
16290	CalotTriangleDissection
16291	CalotTriangleDissection
16292	CalotTriangleDissection
16293	CalotTriangleDissection
16294	CalotTriangleDissection
16295	CalotTriangleDissection
16296	CalotTriangleDissection
16297	CalotTriangleDissection
16298	CalotTriangleDissection
16299	CalotTriangleDissection
16300	CalotTriangleDissection
16301	CalotTriangleDissection
16302	CalotTriangleDissection
16303	CalotTriangleDissection
16304	CalotTriangleDissection
16305	CalotTriangleDissection
16306	CalotTriangleDissection
16307	CalotTriangleDissection
16308	CalotTriangleDissection
16309	CalotTriangleDissection
16310	CalotTriangleDissection
16311	CalotTriangleDissection
16312	CalotTriangleDissection
16313	CalotTriangleDissection
16314	CalotTriangleDissection
16315	CalotTriangleDissection
16316	CalotTriangleDissection
16317	CalotTriangleDissection
16318	CalotTriangleDissection
16319	CalotTriangleDissection
16320	CalotTriangleDissection
16321	CalotTriangleDissection
16322	CalotTriangleDissection
16323	CalotTriangleDissection
16324	CalotTriangleDissection
16325	CalotTriangleDissection
16326	CalotTriangleDissection
16327	CalotTriangleDissection
16328	CalotTriangleDissection
16329	CalotTriangleDissection
16330	CalotTriangleDissection
16331	CalotTriangleDissection
16332	CalotTriangleDissection
16333	CalotTriangleDissection
16334	CalotTriangleDissection
16335	CalotTriangleDissection
16336	CalotTriangleDissection
16337	CalotTriangleDissection
16338	CalotTriangleDissection
16339	CalotTriangleDissection
16340	CalotTriangleDissection
16341	CalotTriangleDissection
16342	CalotTriangleDissection
16343	CalotTriangleDissection
16344	CalotTriangleDissection
16345	CalotTriangleDissection
16346	CalotTriangleDissection
16347	CalotTriangleDissection
16348	CalotTriangleDissection
16349	CalotTriangleDissection
16350	CalotTriangleDissection
16351	CalotTriangleDissection
16352	CalotTriangleDissection
16353	CalotTriangleDissection
16354	CalotTriangleDissection
16355	CalotTriangleDissection
16356	CalotTriangleDissection
16357	CalotTriangleDissection
16358	CalotTriangleDissection
16359	CalotTriangleDissection
16360	CalotTriangleDissection
16361	CalotTriangleDissection
16362	CalotTriangleDissection
16363	CalotTriangleDissection
16364	CalotTriangleDissection
16365	CalotTriangleDissection
16366	CalotTriangleDissection
16367	CalotTriangleDissection
16368	CalotTriangleDissection
16369	CalotTriangleDissection
16370	CalotTriangleDissection
16371	CalotTriangleDissection
16372	CalotTriangleDissection
16373	CalotTriangleDissection
16374	CalotTriangleDissection
16375	CalotTriangleDissection
16376	CalotTriangleDissection
16377	CalotTriangleDissection
16378	CalotTriangleDissection
16379	CalotTriangleDissection
16380	CalotTriangleDissection
16381	CalotTriangleDissection
16382	CalotTriangleDissection
16383	CalotTriangleDissection
16384	CalotTriangleDissection
16385	CalotTriangleDissection
16386	CalotTriangleDissection
16387	CalotTriangleDissection
16388	CalotTriangleDissection
16389	CalotTriangleDissection
16390	CalotTriangleDissection
16391	CalotTriangleDissection
16392	CalotTriangleDissection
16393	CalotTriangleDissection
16394	CalotTriangleDissection
16395	CalotTriangleDissection
16396	CalotTriangleDissection
16397	CalotTriangleDissection
16398	CalotTriangleDissection
16399	CalotTriangleDissection
16400	CalotTriangleDissection
16401	CalotTriangleDissection
16402	CalotTriangleDissection
16403	CalotTriangleDissection
16404	CalotTriangleDissection
16405	CalotTriangleDissection
16406	CalotTriangleDissection
16407	CalotTriangleDissection
16408	CalotTriangleDissection
16409	CalotTriangleDissection
16410	CalotTriangleDissection
16411	CalotTriangleDissection
16412	CalotTriangleDissection
16413	CalotTriangleDissection
16414	CalotTriangleDissection
16415	CalotTriangleDissection
16416	CalotTriangleDissection
16417	CalotTriangleDissection
16418	CalotTriangleDissection
16419	CalotTriangleDissection
16420	CalotTriangleDissection
16421	CalotTriangleDissection
16422	CalotTriangleDissection
16423	CalotTriangleDissection
16424	CalotTriangleDissection
16425	CalotTriangleDissection
16426	CalotTriangleDissection
16427	CalotTriangleDissection
16428	CalotTriangleDissection
16429	CalotTriangleDissection
16430	CalotTriangleDissection
16431	CalotTriangleDissection
16432	CalotTriangleDissection
16433	CalotTriangleDissection
16434	CalotTriangleDissection
16435	CalotTriangleDissection
16436	CalotTriangleDissection
16437	CalotTriangleDissection
16438	CalotTriangleDissection
16439	CalotTriangleDissection
16440	CalotTriangleDissection
16441	CalotTriangleDissection
16442	CalotTriangleDissection
16443	CalotTriangleDissection
16444	CalotTriangleDissection
16445	CalotTriangleDissection
16446	CalotTriangleDissection
16447	CalotTriangleDissection
16448	CalotTriangleDissection
16449	CalotTriangleDissection
16450	CalotTriangleDissection
16451	CalotTriangleDissection
16452	CalotTriangleDissection
16453	CalotTriangleDissection
16454	CalotTriangleDissection
16455	CalotTriangleDissection
16456	CalotTriangleDissection
16457	CalotTriangleDissection
16458	CalotTriangleDissection
16459	CalotTriangleDissection
16460	CalotTriangleDissection
16461	CalotTriangleDissection
16462	CalotTriangleDissection
16463	CalotTriangleDissection
16464	CalotTriangleDissection
16465	CalotTriangleDissection
16466	CalotTriangleDissection
16467	CalotTriangleDissection
16468	CalotTriangleDissection
16469	CalotTriangleDissection
16470	CalotTriangleDissection
16471	CalotTriangleDissection
16472	CalotTriangleDissection
16473	CalotTriangleDissection
16474	CalotTriangleDissection
16475	CalotTriangleDissection
16476	CalotTriangleDissection
16477	CalotTriangleDissection
16478	CalotTriangleDissection
16479	CalotTriangleDissection
16480	CalotTriangleDissection
16481	CalotTriangleDissection
16482	CalotTriangleDissection
16483	CalotTriangleDissection
16484	CalotTriangleDissection
16485	CalotTriangleDissection
16486	CalotTriangleDissection
16487	CalotTriangleDissection
16488	CalotTriangleDissection
16489	CalotTriangleDissection
16490	CalotTriangleDissection
16491	CalotTriangleDissection
16492	CalotTriangleDissection
16493	CalotTriangleDissection
16494	CalotTriangleDissection
16495	CalotTriangleDissection
16496	CalotTriangleDissection
16497	CalotTriangleDissection
16498	CalotTriangleDissection
16499	CalotTriangleDissection
16500	CalotTriangleDissection
16501	CalotTriangleDissection
16502	CalotTriangleDissection
16503	CalotTriangleDissection
16504	CalotTriangleDissection
16505	CalotTriangleDissection
16506	CalotTriangleDissection
16507	CalotTriangleDissection
16508	CalotTriangleDissection
16509	CalotTriangleDissection
16510	CalotTriangleDissection
16511	CalotTriangleDissection
16512	CalotTriangleDissection
16513	CalotTriangleDissection
16514	CalotTriangleDissection
16515	CalotTriangleDissection
16516	CalotTriangleDissection
16517	CalotTriangleDissection
16518	CalotTriangleDissection
16519	CalotTriangleDissection
16520	CalotTriangleDissection
16521	CalotTriangleDissection
16522	CalotTriangleDissection
16523	CalotTriangleDissection
16524	CalotTriangleDissection
16525	CalotTriangleDissection
16526	CalotTriangleDissection
16527	CalotTriangleDissection
16528	CalotTriangleDissection
16529	CalotTriangleDissection
16530	CalotTriangleDissection
16531	CalotTriangleDissection
16532	CalotTriangleDissection
16533	CalotTriangleDissection
16534	CalotTriangleDissection
16535	CalotTriangleDissection
16536	CalotTriangleDissection
16537	CalotTriangleDissection
16538	CalotTriangleDissection
16539	CalotTriangleDissection
16540	CalotTriangleDissection
16541	CalotTriangleDissection
16542	CalotTriangleDissection
16543	CalotTriangleDissection
16544	CalotTriangleDissection
16545	CalotTriangleDissection
16546	CalotTriangleDissection
16547	CalotTriangleDissection
16548	CalotTriangleDissection
16549	CalotTriangleDissection
16550	CalotTriangleDissection
16551	CalotTriangleDissection
16552	CalotTriangleDissection
16553	CalotTriangleDissection
16554	CalotTriangleDissection
16555	CalotTriangleDissection
16556	CalotTriangleDissection
16557	CalotTriangleDissection
16558	CalotTriangleDissection
16559	CalotTriangleDissection
16560	CalotTriangleDissection
16561	CalotTriangleDissection
16562	CalotTriangleDissection
16563	CalotTriangleDissection
16564	CalotTriangleDissection
16565	CalotTriangleDissection
16566	CalotTriangleDissection
16567	CalotTriangleDissection
16568	CalotTriangleDissection
16569	CalotTriangleDissection
16570	CalotTriangleDissection
16571	CalotTriangleDissection
16572	CalotTriangleDissection
16573	CalotTriangleDissection
16574	CalotTriangleDissection
16575	CalotTriangleDissection
16576	CalotTriangleDissection
16577	CalotTriangleDissection
16578	CalotTriangleDissection
16579	CalotTriangleDissection
16580	CalotTriangleDissection
16581	CalotTriangleDissection
16582	CalotTriangleDissection
16583	CalotTriangleDissection
16584	CalotTriangleDissection
16585	CalotTriangleDissection
16586	CalotTriangleDissection
16587	CalotTriangleDissection
16588	CalotTriangleDissection
16589	CalotTriangleDissection
16590	CalotTriangleDissection
16591	CalotTriangleDissection
16592	CalotTriangleDissection
16593	CalotTriangleDissection
16594	CalotTriangleDissection
16595	CalotTriangleDissection
16596	CalotTriangleDissection
16597	CalotTriangleDissection
16598	CalotTriangleDissection
16599	CalotTriangleDissection
16600	CalotTriangleDissection
16601	CalotTriangleDissection
16602	CalotTriangleDissection
16603	CalotTriangleDissection
16604	CalotTriangleDissection
16605	CalotTriangleDissection
16606	CalotTriangleDissection
16607	CalotTriangleDissection
16608	CalotTriangleDissection
16609	CalotTriangleDissection
16610	CalotTriangleDissection
16611	CalotTriangleDissection
16612	CalotTriangleDissection
16613	CalotTriangleDissection
16614	CalotTriangleDissection
16615	CalotTriangleDissection
16616	CalotTriangleDissection
16617	CalotTriangleDissection
16618	CalotTriangleDissection
16619	CalotTriangleDissection
16620	CalotTriangleDissection
16621	CalotTriangleDissection
16622	CalotTriangleDissection
16623	CalotTriangleDissection
16624	CalotTriangleDissection
16625	CalotTriangleDissection
16626	CalotTriangleDissection
16627	CalotTriangleDissection
16628	CalotTriangleDissection
16629	CalotTriangleDissection
16630	CalotTriangleDissection
16631	CalotTriangleDissection
16632	CalotTriangleDissection
16633	CalotTriangleDissection
16634	CalotTriangleDissection
16635	CalotTriangleDissection
16636	CalotTriangleDissection
16637	CalotTriangleDissection
16638	CalotTriangleDissection
16639	CalotTriangleDissection
16640	CalotTriangleDissection
16641	CalotTriangleDissection
16642	CalotTriangleDissection
16643	CalotTriangleDissection
16644	CalotTriangleDissection
16645	CalotTriangleDissection
16646	CalotTriangleDissection
16647	CalotTriangleDissection
16648	CalotTriangleDissection
16649	CalotTriangleDissection
16650	CalotTriangleDissection
16651	CalotTriangleDissection
16652	CalotTriangleDissection
16653	CalotTriangleDissection
16654	CalotTriangleDissection
16655	CalotTriangleDissection
16656	CalotTriangleDissection
16657	CalotTriangleDissection
16658	CalotTriangleDissection
16659	CalotTriangleDissection
16660	CalotTriangleDissection
16661	CalotTriangleDissection
16662	CalotTriangleDissection
16663	CalotTriangleDissection
16664	CalotTriangleDissection
16665	CalotTriangleDissection
16666	CalotTriangleDissection
16667	CalotTriangleDissection
16668	CalotTriangleDissection
16669	CalotTriangleDissection
16670	CalotTriangleDissection
16671	CalotTriangleDissection
16672	CalotTriangleDissection
16673	CalotTriangleDissection
16674	CalotTriangleDissection
16675	CalotTriangleDissection
16676	CalotTriangleDissection
16677	CalotTriangleDissection
16678	CalotTriangleDissection
16679	CalotTriangleDissection
16680	CalotTriangleDissection
16681	CalotTriangleDissection
16682	CalotTriangleDissection
16683	CalotTriangleDissection
16684	CalotTriangleDissection
16685	CalotTriangleDissection
16686	CalotTriangleDissection
16687	CalotTriangleDissection
16688	CalotTriangleDissection
16689	CalotTriangleDissection
16690	CalotTriangleDissection
16691	CalotTriangleDissection
16692	CalotTriangleDissection
16693	CalotTriangleDissection
16694	CalotTriangleDissection
16695	CalotTriangleDissection
16696	CalotTriangleDissection
16697	CalotTriangleDissection
16698	CalotTriangleDissection
16699	CalotTriangleDissection
16700	CalotTriangleDissection
16701	CalotTriangleDissection
16702	CalotTriangleDissection
16703	CalotTriangleDissection
16704	CalotTriangleDissection
16705	CalotTriangleDissection
16706	CalotTriangleDissection
16707	CalotTriangleDissection
16708	CalotTriangleDissection
16709	CalotTriangleDissection
16710	CalotTriangleDissection
16711	CalotTriangleDissection
16712	CalotTriangleDissection
16713	CalotTriangleDissection
16714	CalotTriangleDissection
16715	CalotTriangleDissection
16716	CalotTriangleDissection
16717	CalotTriangleDissection
16718	CalotTriangleDissection
16719	CalotTriangleDissection
16720	CalotTriangleDissection
16721	CalotTriangleDissection
16722	CalotTriangleDissection
16723	CalotTriangleDissection
16724	CalotTriangleDissection
16725	CalotTriangleDissection
16726	CalotTriangleDissection
16727	CalotTriangleDissection
16728	CalotTriangleDissection
16729	CalotTriangleDissection
16730	CalotTriangleDissection
16731	CalotTriangleDissection
16732	CalotTriangleDissection
16733	CalotTriangleDissection
16734	CalotTriangleDissection
16735	CalotTriangleDissection
16736	CalotTriangleDissection
16737	CalotTriangleDissection
16738	CalotTriangleDissection
16739	CalotTriangleDissection
16740	CalotTriangleDissection
16741	CalotTriangleDissection
16742	CalotTriangleDissection
16743	CalotTriangleDissection
16744	CalotTriangleDissection
16745	CalotTriangleDissection
16746	CalotTriangleDissection
16747	CalotTriangleDissection
16748	CalotTriangleDissection
16749	CalotTriangleDissection
16750	CalotTriangleDissection
16751	CalotTriangleDissection
16752	CalotTriangleDissection
16753	CalotTriangleDissection
16754	CalotTriangleDissection
16755	CalotTriangleDissection
16756	CalotTriangleDissection
16757	CalotTriangleDissection
16758	CalotTriangleDissection
16759	CalotTriangleDissection
16760	CalotTriangleDissection
16761	CalotTriangleDissection
16762	CalotTriangleDissection
16763	CalotTriangleDissection
16764	CalotTriangleDissection
16765	CalotTriangleDissection
16766	CalotTriangleDissection
16767	CalotTriangleDissection
16768	CalotTriangleDissection
16769	CalotTriangleDissection
16770	CalotTriangleDissection
16771	CalotTriangleDissection
16772	CalotTriangleDissection
16773	CalotTriangleDissection
16774	CalotTriangleDissection
16775	CalotTriangleDissection
16776	CalotTriangleDissection
16777	CalotTriangleDissection
16778	CalotTriangleDissection
16779	CalotTriangleDissection
16780	CalotTriangleDissection
16781	CalotTriangleDissection
16782	CalotTriangleDissection
16783	CalotTriangleDissection
16784	CalotTriangleDissection
16785	CalotTriangleDissection
16786	CalotTriangleDissection
16787	CalotTriangleDissection
16788	CalotTriangleDissection
16789	CalotTriangleDissection
16790	CalotTriangleDissection
16791	CalotTriangleDissection
16792	CalotTriangleDissection
16793	CalotTriangleDissection
16794	CalotTriangleDissection
16795	CalotTriangleDissection
16796	CalotTriangleDissection
16797	CalotTriangleDissection
16798	CalotTriangleDissection
16799	CalotTriangleDissection
16800	CalotTriangleDissection
16801	CalotTriangleDissection
16802	CalotTriangleDissection
16803	CalotTriangleDissection
16804	CalotTriangleDissection
16805	CalotTriangleDissection
16806	CalotTriangleDissection
16807	CalotTriangleDissection
16808	CalotTriangleDissection
16809	CalotTriangleDissection
16810	CalotTriangleDissection
16811	CalotTriangleDissection
16812	CalotTriangleDissection
16813	CalotTriangleDissection
16814	CalotTriangleDissection
16815	CalotTriangleDissection
16816	CalotTriangleDissection
16817	CalotTriangleDissection
16818	CalotTriangleDissection
16819	CalotTriangleDissection
16820	CalotTriangleDissection
16821	CalotTriangleDissection
16822	CalotTriangleDissection
16823	CalotTriangleDissection
16824	CalotTriangleDissection
16825	ClippingCutting
16826	ClippingCutting
16827	ClippingCutting
16828	ClippingCutting
16829	ClippingCutting
16830	ClippingCutting
16831	ClippingCutting
16832	ClippingCutting
16833	ClippingCutting
16834	ClippingCutting
16835	ClippingCutting
16836	ClippingCutting
16837	ClippingCutting
16838	ClippingCutting
16839	ClippingCutting
16840	ClippingCutting
16841	ClippingCutting
16842	ClippingCutting
16843	ClippingCutting
16844	ClippingCutting
16845	ClippingCutting
16846	ClippingCutting
16847	ClippingCutting
16848	ClippingCutting
16849	ClippingCutting
16850	ClippingCutting
16851	ClippingCutting
16852	ClippingCutting
16853	ClippingCutting
16854	ClippingCutting
16855	ClippingCutting
16856	ClippingCutting
16857	ClippingCutting
16858	ClippingCutting
16859	ClippingCutting
16860	ClippingCutting
16861	ClippingCutting
16862	ClippingCutting
16863	ClippingCutting
16864	ClippingCutting
16865	ClippingCutting
16866	ClippingCutting
16867	ClippingCutting
16868	ClippingCutting
16869	ClippingCutting
16870	ClippingCutting
16871	ClippingCutting
16872	ClippingCutting
16873	ClippingCutting
16874	ClippingCutting
16875	ClippingCutting
16876	ClippingCutting
16877	ClippingCutting
16878	ClippingCutting
16879	ClippingCutting
16880	ClippingCutting
16881	ClippingCutting
16882	ClippingCutting
16883	ClippingCutting
16884	ClippingCutting
16885	ClippingCutting
16886	ClippingCutting
16887	ClippingCutting
16888	ClippingCutting
16889	ClippingCutting
16890	ClippingCutting
16891	ClippingCutting
16892	ClippingCutting
16893	ClippingCutting
16894	ClippingCutting
16895	ClippingCutting
16896	ClippingCutting
16897	ClippingCutting
16898	ClippingCutting
16899	ClippingCutting
16900	ClippingCutting
16901	ClippingCutting
16902	ClippingCutting
16903	ClippingCutting
16904	ClippingCutting
16905	ClippingCutting
16906	ClippingCutting
16907	ClippingCutting
16908	ClippingCutting
16909	ClippingCutting
16910	ClippingCutting
16911	ClippingCutting
16912	ClippingCutting
16913	ClippingCutting
16914	ClippingCutting
16915	ClippingCutting
16916	ClippingCutting
16917	ClippingCutting
16918	ClippingCutting
16919	ClippingCutting
16920	ClippingCutting
16921	ClippingCutting
16922	ClippingCutting
16923	ClippingCutting
16924	ClippingCutting
16925	ClippingCutting
16926	ClippingCutting
16927	ClippingCutting
16928	ClippingCutting
16929	ClippingCutting
16930	ClippingCutting
16931	ClippingCutting
16932	ClippingCutting
16933	ClippingCutting
16934	ClippingCutting
16935	ClippingCutting
16936	ClippingCutting
16937	ClippingCutting
16938	ClippingCutting
16939	ClippingCutting
16940	ClippingCutting
16941	ClippingCutting
16942	ClippingCutting
16943	ClippingCutting
16944	ClippingCutting
16945	ClippingCutting
16946	ClippingCutting
16947	ClippingCutting
16948	ClippingCutting
16949	ClippingCutting
16950	ClippingCutting
16951	ClippingCutting
16952	ClippingCutting
16953	ClippingCutting
16954	ClippingCutting
16955	ClippingCutting
16956	ClippingCutting
16957	ClippingCutting
16958	ClippingCutting
16959	ClippingCutting
16960	ClippingCutting
16961	ClippingCutting
16962	ClippingCutting
16963	ClippingCutting
16964	ClippingCutting
16965	ClippingCutting
16966	ClippingCutting
16967	ClippingCutting
16968	ClippingCutting
16969	ClippingCutting
16970	ClippingCutting
16971	ClippingCutting
16972	ClippingCutting
16973	ClippingCutting
16974	ClippingCutting
16975	ClippingCutting
16976	ClippingCutting
16977	ClippingCutting
16978	ClippingCutting
16979	ClippingCutting
16980	ClippingCutting
16981	ClippingCutting
16982	ClippingCutting
16983	ClippingCutting
16984	ClippingCutting
16985	ClippingCutting
16986	ClippingCutting
16987	ClippingCutting
16988	ClippingCutting
16989	ClippingCutting
16990	ClippingCutting
16991	ClippingCutting
16992	ClippingCutting
16993	ClippingCutting
16994	ClippingCutting
16995	ClippingCutting
16996	ClippingCutting
16997	ClippingCutting
16998	ClippingCutting
16999	ClippingCutting
17000	ClippingCutting
17001	ClippingCutting
17002	ClippingCutting
17003	ClippingCutting
17004	ClippingCutting
17005	ClippingCutting
17006	ClippingCutting
17007	ClippingCutting
17008	ClippingCutting
17009	ClippingCutting
17010	ClippingCutting
17011	ClippingCutting
17012	ClippingCutting
17013	ClippingCutting
17014	ClippingCutting
17015	ClippingCutting
17016	ClippingCutting
17017	ClippingCutting
17018	ClippingCutting
17019	ClippingCutting
17020	ClippingCutting
17021	ClippingCutting
17022	ClippingCutting
17023	ClippingCutting
17024	ClippingCutting
17025	ClippingCutting
17026	ClippingCutting
17027	ClippingCutting
17028	ClippingCutting
17029	ClippingCutting
17030	ClippingCutting
17031	ClippingCutting
17032	ClippingCutting
17033	ClippingCutting
17034	ClippingCutting
17035	ClippingCutting
17036	ClippingCutting
17037	ClippingCutting
17038	ClippingCutting
17039	ClippingCutting
17040	ClippingCutting
17041	ClippingCutting
17042	ClippingCutting
17043	ClippingCutting
17044	ClippingCutting
17045	ClippingCutting
17046	ClippingCutting
17047	ClippingCutting
17048	ClippingCutting
17049	ClippingCutting
17050	ClippingCutting
17051	ClippingCutting
17052	ClippingCutting
17053	ClippingCutting
17054	ClippingCutting
17055	ClippingCutting
17056	ClippingCutting
17057	ClippingCutting
17058	ClippingCutting
17059	ClippingCutting
17060	ClippingCutting
17061	ClippingCutting
17062	ClippingCutting
17063	ClippingCutting
17064	ClippingCutting
17065	ClippingCutting
17066	ClippingCutting
17067	ClippingCutting
17068	ClippingCutting
17069	ClippingCutting
17070	ClippingCutting
17071	ClippingCutting
17072	ClippingCutting
17073	ClippingCutting
17074	ClippingCutting
17075	ClippingCutting
17076	ClippingCutting
17077	ClippingCutting
17078	ClippingCutting
17079	ClippingCutting
17080	ClippingCutting
17081	ClippingCutting
17082	ClippingCutting
17083	ClippingCutting
17084	ClippingCutting
17085	ClippingCutting
17086	ClippingCutting
17087	ClippingCutting
17088	ClippingCutting
17089	ClippingCutting
17090	ClippingCutting
17091	ClippingCutting
17092	ClippingCutting
17093	ClippingCutting
17094	ClippingCutting
17095	ClippingCutting
17096	ClippingCutting
17097	ClippingCutting
17098	ClippingCutting
17099	ClippingCutting
17100	ClippingCutting
17101	ClippingCutting
17102	ClippingCutting
17103	ClippingCutting
17104	ClippingCutting
17105	ClippingCutting
17106	ClippingCutting
17107	ClippingCutting
17108	ClippingCutting
17109	ClippingCutting
17110	ClippingCutting
17111	ClippingCutting
17112	ClippingCutting
17113	ClippingCutting
17114	ClippingCutting
17115	ClippingCutting
17116	ClippingCutting
17117	ClippingCutting
17118	ClippingCutting
17119	ClippingCutting
17120	ClippingCutting
17121	ClippingCutting
17122	ClippingCutting
17123	ClippingCutting
17124	ClippingCutting
17125	ClippingCutting
17126	ClippingCutting
17127	ClippingCutting
17128	ClippingCutting
17129	ClippingCutting
17130	ClippingCutting
17131	ClippingCutting
17132	ClippingCutting
17133	ClippingCutting
17134	ClippingCutting
17135	ClippingCutting
17136	ClippingCutting
17137	ClippingCutting
17138	ClippingCutting
17139	ClippingCutting
17140	ClippingCutting
17141	ClippingCutting
17142	ClippingCutting
17143	ClippingCutting
17144	ClippingCutting
17145	ClippingCutting
17146	ClippingCutting
17147	ClippingCutting
17148	ClippingCutting
17149	ClippingCutting
17150	ClippingCutting
17151	ClippingCutting
17152	ClippingCutting
17153	ClippingCutting
17154	ClippingCutting
17155	ClippingCutting
17156	ClippingCutting
17157	ClippingCutting
17158	ClippingCutting
17159	ClippingCutting
17160	ClippingCutting
17161	ClippingCutting
17162	ClippingCutting
17163	ClippingCutting
17164	ClippingCutting
17165	ClippingCutting
17166	ClippingCutting
