Frame	Grasper	Bipolar	Hook	Scissors	Clipper	Irrigator	SpecimenBag
41025	1	0	0	0	0	0	1
41050	1	0	0	0	0	0	1
41075	1	0	0	0	0	0	1
41100	1	0	0	0	0	0	1
41125	1	0	0	0	0	0	1
41150	1	0	0	0	0	0	1
41175	0	0	0	0	0	0	0
41200	1	0	0	0	0	0	1
41225	1	0	0	0	0	0	1
41250	1	0	0	0	0	0	1
41275	0	0	0	0	0	0	0
41300	0	0	0	0	0	0	0
41325	0	0	0	0	0	0	1
41350	0	0	0	0	0	0	0
41375	0	0	0	0	0	0	0
41400	0	0	0	0	0	0	0
41425	0	0	0	0	0	0	0
41450	0	0	0	0	0	0	1
41475	0	0	0	0	0	0	0
41500	1	0	0	0	0	0	1
41525	1	0	0	0	0	0	1
41550	1	0	0	0	0	0	1
41575	1	0	0	0	0	0	1
41600	1	0	0	0	0	0	1
41625	0	0	0	0	0	0	0
41650	0	0	0	0	0	0	0
41675	0	0	0	0	0	0	0
41700	1	0	0	0	0	0	0
41725	1	0	0	0	0	0	0
41750	1	0	0	0	0	0	1
41775	0	0	0	0	0	0	0
41800	0	0	0	0	0	0	0
41825	0	0	0	0	0	0	0
41850	0	0	0	0	0	0	0
41875	0	0	0	0	0	0	0
41900	0	0	0	0	0	0	0
41925	0	0	0	0	0	0	0
41950	0	0	0	0	0	0	0
41975	0	0	0	0	0	0	0
42000	0	0	0	0	0	0	0
42025	0	0	0	0	0	0	0
42050	0	0	0	0	0	0	0
42075	0	0	0	0	0	0	0
42100	0	0	0	0	0	0	0
42125	0	0	0	0	0	0	0
42150	0	0	0	0	0	0	0
42175	0	0	0	0	0	0	0
42200	0	0	0	0	0	0	0
42225	0	0	0	0	0	0	0
42250	0	0	0	0	0	0	0
42275	0	0	0	0	0	0	0
42300	0	0	0	0	0	0	0
42325	0	0	0	0	0	0	0
42350	0	0	0	0	0	0	0
42375	0	0	0	0	0	0	0
42400	0	0	0	0	0	0	0
42425	1	0	0	0	0	0	0
42450	1	0	0	0	0	0	0
42475	1	0	0	0	0	0	0
42500	1	0	0	0	0	0	0
42525	1	0	0	0	0	0	0
42550	0	0	0	0	0	0	0
42575	0	0	0	0	0	0	0
42600	0	0	0	0	0	0	0
42625	0	0	0	0	0	0	0
42650	0	0	0	0	0	0	0
42675	0	0	0	0	0	0	0
42700	0	0	0	0	0	0	0
42725	0	0	0	0	0	0	0
42750	0	0	0	0	0	0	0
42775	0	0	0	0	0	0	0
42800	0	0	0	0	0	0	0
42825	1	0	0	0	0	0	0
42850	1	0	0	0	0	0	0
42875	1	0	0	0	0	0	0
42900	1	0	0	0	0	0	0
42925	0	0	0	0	0	0	0
42950	0	0	0	0	0	0	0
42975	0	0	0	0	0	0	0
43000	1	0	0	0	0	0	0
43025	0	0	0	0	0	0	0
43050	0	0	0	0	0	0	0
43075	0	0	0	0	0	0	0
43100	0	0	0	0	0	0	0
43125	1	0	0	0	0	0	0
43150	1	0	0	0	0	0	0
43175	0	0	0	0	0	0	0
43200	0	0	0	0	0	0	0
43225	0	0	0	0	0	0	0
43250	0	0	0	0	0	0	0
43275	0	0	0	0	0	0	0
43300	0	0	0	0	0	0	0
